site,path,status,exit_code,http_code,final_url,redirects,error,statuses,locations
medemblikkerbedrijvengroep.nl,/wp-admin/,ERROR,6,000,http://medemblikkerbedrijvengroep.nl/wp-admin/,0,Could not resolve host: medemblikkerbedrijvengroep.nl,,
significant.nl,/st-beheer/,ERROR,6,000,http://significant.nl/st-beheer/,0,Could not resolve host: significant.nl,,
significant.nl,/wp-admin/,ERROR,6,000,http://significant.nl/wp-admin/,0,Could not resolve host: significant.nl,,
axplain.nl,/st-beheer/,ERROR,6,000,http://axplain.nl/st-beheer/,0,Could not resolve host: axplain.nl,,
axplain.nl,/wp-admin/,ERROR,6,000,http://axplain.nl/wp-admin/,0,Could not resolve host: axplain.nl,,
ofmedemblik.nl,/st-beheer/,ERROR,6,000,http://ofmedemblik.nl/st-beheer/,0,Could not resolve host: ofmedemblik.nl,,
ofmedemblik.nl,/wp-admin/,ERROR,6,000,http://ofmedemblik.nl/wp-admin/,0,Could not resolve host: ofmedemblik.nl,,
dianatromp.nl,/st-beheer/,ERROR,6,000,http://dianatromp.nl/st-beheer/,0,Could not resolve host: dianatromp.nl,,
dianatromp.nl,/wp-admin/,ERROR,6,000,http://dianatromp.nl/wp-admin/,0,Could not resolve host: dianatromp.nl,,
buysmankruiden.nl,/st-beheer/,ERROR,6,000,http://buysmankruiden.nl/st-beheer/,0,Could not resolve host: buysmankruiden.nl,,
buysmankruiden.nl,/wp-admin/,ERROR,6,000,http://buysmankruiden.nl/wp-admin/,0,Could not resolve host: buysmankruiden.nl,,
trend-center.nl,/st-beheer/,ERROR,6,000,http://trend-center.nl/st-beheer/,0,Could not resolve host: trend-center.nl,,
trend-center.nl,/wp-admin/,ERROR,6,000,http://trend-center.nl/wp-admin/,0,Could not resolve host: trend-center.nl,,
funfestijn.nl,/st-beheer/,ERROR,6,000,http://funfestijn.nl/st-beheer/,0,Could not resolve host: funfestijn.nl,,
funfestijn.nl,/wp-admin/,ERROR,6,000,http://funfestijn.nl/wp-admin/,0,Could not resolve host: funfestijn.nl,,
quicksilverbar.nl,/st-beheer/,ERROR,6,000,http://quicksilverbar.nl/st-beheer/,0,Could not resolve host: quicksilverbar.nl,,
quicksilverbar.nl,/wp-admin/,ERROR,6,000,http://quicksilverbar.nl/wp-admin/,0,Could not resolve host: quicksilverbar.nl,,
maartendegraaf.nl,/st-beheer/,ERROR,6,000,http://maartendegraaf.nl/st-beheer/,0,Could not resolve host: maartendegraaf.nl,,
maartendegraaf.nl,/wp-admin/,ERROR,6,000,http://maartendegraaf.nl/wp-admin/,0,Could not resolve host: maartendegraaf.nl,,
thefamilyhaarverzorging.nl,/st-beheer/,ERROR,6,000,http://thefamilyhaarverzorging.nl/st-beheer/,0,Could not resolve host: thefamilyhaarverzorging.nl,,
thefamilyhaarverzorging.nl,/wp-admin/,ERROR,6,000,http://thefamilyhaarverzorging.nl/wp-admin/,0,Could not resolve host: thefamilyhaarverzorging.nl,,
micheldoorn.nl,/st-beheer/,ERROR,7,000,http://micheldoorn.nl/st-beheer/,0,Failed to connect to micheldoorn.nl port 80 after 2 ms: Couldn't connect to server,,
micheldoorn.nl,/wp-admin/,ERROR,7,000,http://micheldoorn.nl/wp-admin/,0,Failed to connect to micheldoorn.nl port 80 after 1 ms: Couldn't connect to server,,
bierfabriek.com,/st-beheer/,ERROR,6,000,http://bierfabriek.com/st-beheer/,0,Could not resolve host: bierfabriek.com,,
bierfabriek.com,/wp-admin/,ERROR,6,000,http://bierfabriek.com/wp-admin/,0,Could not resolve host: bierfabriek.com,,
taxiid.nl,/st-beheer/,ERROR,6,000,http://taxiid.nl/st-beheer/,0,Could not resolve host: taxiid.nl,,
taxiid.nl,/wp-admin/,ERROR,6,000,http://taxiid.nl/wp-admin/,0,Could not resolve host: taxiid.nl,,
hoogtij.amsterdam,/st-beheer/,ERROR,6,000,http://hoogtij.amsterdam/st-beheer/,0,Could not resolve host: hoogtij.amsterdam,,
hoogtij.amsterdam,/wp-admin/,ERROR,6,000,http://hoogtij.amsterdam/wp-admin/,0,Could not resolve host: hoogtij.amsterdam,,
bvscout.nl,/st-beheer/,ERROR,6,000,http://bvscout.nl/st-beheer/,0,Could not resolve host: bvscout.nl,,
bvscout.nl,/wp-admin/,ERROR,6,000,http://bvscout.nl/wp-admin/,0,Could not resolve host: bvscout.nl,,
wardenaar.com,/st-beheer/,ERROR,6,000,http://wardenaar.com/st-beheer/,0,Could not resolve host: wardenaar.com,,
wardenaar.com,/wp-admin/,ERROR,6,000,http://wardenaar.com/wp-admin/,0,Could not resolve host: wardenaar.com,,
woodstock-vloeren.com,/st-beheer/,ERROR,6,000,http://woodstock-vloeren.com/st-beheer/,0,Could not resolve host: woodstock-vloeren.com,,
woodstock-vloeren.com,/wp-admin/,ERROR,6,000,http://woodstock-vloeren.com/wp-admin/,0,Could not resolve host: woodstock-vloeren.com,,
forexfordynamics.com,/st-beheer/,ERROR,6,000,http://forexfordynamics.com/st-beheer/,0,Could not resolve host: forexfordynamics.com,,
